1591.270497,1049.273998,121.886256,-24.304430,40915095720772984832.000000
1270.536155,246.800681,133.848673,5.945529,10167213631507050496.000000
589.956902,839.068245,162.405980,-16.194107,106650983592255897600.000000
982.004826,160.176429,145.287976,9.892394,98274366333440196608.000000
1154.311688,344.407915,138.590824,2.314985,93347543816614248448.000000
332.797658,271.954032,170.284354,6.029353,54155232714567811072.000000
1793.106664,648.356383,115.311977,-9.551085,131043328006073548800.000000
353.710750,916.067415,171.220744,-17.684017,54734939552070041600.000000
385.901262,530.930489,169.165670,-3.651518,192061352161435025408.000000
1582.930530,902.602407,122.256847,-19.245002,60440858849997488128.000000
1010.585323,997.141848,145.320935,-23.591520,126473557898889822208.000000
1325.665142,231.156897,131.694325,6.418909,333842054961922834432.000000
1721.621568,1087.168219,117.323578,-24.859785,12638953179354066944.000000
387.775781,829.307531,169.835498,-14.779023,50795122660663296000.000000
300.968109,144.609863,170.980718,10.529697,30569745250129784832.000000
455.125804,1043.964728,167.914527,-22.825619,29934903834746716160.000000
1336.711615,735.947792,131.593869,-13.547706,33375221778776768512.000000
860.969156,733.788168,151.281211,-13.064671,108445857065525706752.000000
250.000828,711.257058,174.170609,-9.802254,48549307239193673728.000000
1207.123725,1058.850087,137.011911,-25.858536,78628174423892295680.000000
1352.120604,576.406362,130.918248,-7.233728,36298410613585039360.000000
1005.180341,1006.134607,145.561073,-23.916177,918143061361633263616.000000
1037.061620,120.860125,142.986617,11.300017,31678175027077427200.000000
1529.006551,140.718195,124.128944,9.185664,13058509667290331136.000000
738.111830,839.174358,156.522917,-16.836107,313927574070646734848.000000
227.706198,464.285775,174.237208,-0.823851,31615871630321782784.000000
1588.154431,465.532573,122.148572,-2.983777,46704152263544455168.000000
816.431847,162.641160,151.976314,9.997653,44678037321612722176.000000
1091.829458,961.681270,141.826271,-22.343444,120525331433289826304.000000
1568.698675,728.689547,122.818001,-12.927016,95331169020946415616.000000
283.903185,520.764173,172.578674,-3.003461,28034720609092288512.000000
1125.225246,636.590064,140.120943,-9.555631,75984686738366840832.000000
936.764359,1065.028911,148.551805,-25.932476,34710582560396742656.000000
1009.947501,757.827520,145.076578,-14.332249,98643006659783327744.000000
1667.536264,1018.144127,119.214818,-22.880148,171977627081097805824.000000
527.057044,904.217556,164.944702,-18.299089,38176430728967503872.000000
1633.962958,321.308007,120.566465,2.334320,23799801001066610688.000000
1049.451344,434.752991,142.995561,-1.184654,68845235824327917568.000000
446.542170,236.132233,166.255079,7.336118,1680188844594308579328.000000
866.952820,211.877308,150.053427,8.044274,107417526305031208960.000000
206.096429,964.600843,176.190668,-18.350618,594841739476440711168.000000
1366.634864,798.624414,130.430559,-15.943158,440015364693566816256.000000
366.627981,944.861743,170.841921,-18.779906,16602877889699602432.000000
697.766734,1028.751980,158.503711,-23.745214,44126901527261978624.000000
779.741638,615.332253,154.407878,-8.068921,9705139605651322880.000000
560.208771,48.917834,161.605611,14.194794,38399578270100955136.000000
1315.307520,246.908863,132.108251,5.837886,19034619899533828096.000000
1379.827885,307.810391,129.689368,3.341476,30921883340938088448.000000
1067.970440,472.711223,142.286846,-2.768956,8194323169966676992.000000
136.542384,205.913971,176.320863,8.258174,18527436647493705728.000000
1127.685204,1060.334867,140.373326,-25.965419,111321030045437673472.000000
660.893949,848.459247,159.645869,-16.876633,16293780775983093760.000000
1056.413897,929.782499,143.301965,-21.115757,63772022927556935680.000000
1553.962950,804.835350,123.333229,-15.788215,315283634555753267200.000000
650.638164,244.755879,158.700290,6.953617,20686737453615681536.000000
1873.475050,321.170933,113.024792,1.914483,17917636449366798336.000000
1709.591461,764.764827,117.943057,-13.897204,150837374863074328576.000000
830.785392,729.564542,152.524811,-12.815673,14584359046066278400.000000
399.628703,435.181964,168.439911,-0.069508,96433596498786942976.000000
1146.158384,557.678034,139.173843,-6.353154,122965127303587233792.000000
960.686334,51.468460,145.932926,14.021705,10234424874920880128.000000
1004.471956,292.676852,144.614073,4.649409,160372122257186881536.000000
1641.804961,422.053313,120.305412,-1.392429,6959449355670892052480.000000
1204.323059,272.270243,136.493237,5.092342,39251676609053319168.000000
1796.740513,811.786270,115.096716,-15.263857,54507576450333278208.000000
77.966033,1034.322044,180.213207,-19.658998,49815001337959841792.000000
